"Timestamp","Which course are you enrolled in?","How did you hear about County College of Morris? [CCM Web site]","How did you hear about County College of Morris? [Social Media]","How did you hear about County College of Morris? [Community Event]","How did you hear about County College of Morris? [Family member or friend]","How did you hear about County College of Morris? [Current CCM student]","How did you hear about County College of Morris? [CCM Alumni]","How did you hear about County College of Morris? [High School Teacher]","How did you hear about County College of Morris? [High School Counselor]","How did you hear about County College of Morris? [In-app advertisement]","How did you hear about County College of Morris? [Employer]","How did you hear about County College of Morris? [Billboard]","How did you hear about County College of Morris? [Television]","How did you hear about County College of Morris? [Radio]","How did you hear about County College of Morris? [Other]","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Financial Aid]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra-curricular opportunities]","To what extent did the following impact your decision to attend County College of Morris? [Accepted my transfer credits]","To what extent did the following impact your decision to attend County College of Morris? [Negative experience at another college]","To what extent did the following impact your decision to attend County College of Morris? [NJ Stars Program]","To what extent did the following impact your decision to attend County College of Morris? [Ability to transfer CCM credits to a 4-year school]","To what extent did the following impact your decision to attend County College of Morris? [Get college credit while in high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Current CCM student]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Experience at work]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Other]","What degree program are you currently enrolled in?","What motivated you to seek a computing degree/certificate at CCM? (check all that apply)","Did you receive information about the CCM computing programs from any of the following sources? [High school guidance counselor]","Did you receive information about the CCM computing programs from any of the following sources? [High School Teacher]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Information Technologies Website]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Admissions]","Did you receive information about the CCM computing programs from any of the following sources? [CCM advisor/counselor]","Did you receive information about the CCM computing programs from any of the following sources? [Employer]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Workforce Development]","Did you receive information about the CCM computing programs from any of the following sources? [NJ Workforce Development Program]","Did you receive information about the CCM computing programs from any of the following sources? [Other]","Was a computing major/certificate your first choice, or did you change majors from a different CCM program? If you changed majors, indicate what your first major was.","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you in taking more computing classes?","Please explain your answer to the question above.  Why or why not would you be interested in taking another computing class?","Gender","Race/ethnicity","Age "
"2020/08/03 11:24:59 AM EST","CMP 239 Internet & Web Page Design","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Some Impact","Some Impact","High Impact","Some Impact","Some Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Some Impact","No Impact","Some Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Financial","Yes","No","No","No","No","No","No","No","No","First Choice","","","Man","White/Caucasian","18 and younger"
"2020/08/03 12:00:01 PM EST","CMP 239 Internet & Web Page Design","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","High Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","Engineering Science","","","","","","","","","","","","5","I'm making a shift from Engineering to IT, as it is more clear and manageable for me to complete my degree and take the next steps to more education or launching my career, in addition to the significantly greater support from the IT and Computer Science faculty and staff than the Engineering department","Man","White/Caucasian","25-34"
"2020/08/03 2:01:43 PM EST","CMP 239 Internet & Web Page Design","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Some Impact","High Impact","Some Impact","No Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","N/A","Digital Media Technology, Applied Associate of Science","To get a job in the computing field","No","No","No","No","No","No","No","No","No","Animation ","","","Man","White/Caucasian","19-20"
"2020/09/08 10:47:44 PM EST","CMP 128 Computer Science I","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","High Impact","Some Impact","High Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","High Impact","High Impact","No Impact","High Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Undecided","","","","","","","","","","","","5","It is already the future.","Man","Hispanic or Latino","25-34"
"2020/09/09 9:21:38 AM EST","CMP 128 Computer Science I","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Some Impact","High Impact","High Impact","No Impact","Some Impact","High Impact","High Impact","High Impact","Some Impact","N/A","N/A","High Impact","N/A","N/A","High Impact","Some Impact","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","High Impact","High Impact","High Impact","N/A","N/A","High Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","N/A","Computer Science, Associate of Science","To get a job in the computing field;To keep current in tech industry","No","No","Yes","No","No","No","No","No","Yes","First Choice","","","Man","Hispanic or Latino","18 and younger"
"2020/09/09 9:27:47 AM EST","CMP 128 Computer Science I","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Computer Science, Associate of Science","Financial;Something to fall back on if my main career choice falls through.","No","No","Yes","Yes","Yes","No","No","No","No","I changed it a couple times. First one was game design.","","","Woman","Hispanic or Latino","18 and younger"
"2020/09/09 9:59:49 AM EST","CMP 128 Computer Science I","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","N/A","N/A","High Impact","High Impact","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","N/A","N/A","N/A","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","Computer Science, Associate of Science","To get a job in the computing field;Transfer to bachelor's level program","Yes","No","No","Yes","Yes","No","No","No","No","MET/ES Dual Degree","","","Man","White/Caucasian","21-24"
"2020/09/09 10:15:32 AM EST","CMP 128 Computer Science I","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Some Impact","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","High Impact","High Impact","Some Impact","N/A","N/A","High Impact","N/A","Yes","No","Yes","No","No","Yes","No","No","Not Sure","Yes","Yes","No","No","No","No","Yes","High Impact","Some Impact","N/A","N/A","N/A","High Impact","N/A","High Impact","High Impact","High Impact","N/A","N/A","N/A","N/A","Computer Science, Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry","Don't recall","Yes","Yes","Yes","Yes","Don't recall","Don't recall","Don't recall","Don't recall","First Choice","","","Woman","Asian","18 and younger"
"2020/09/09 10:43:41 AM EST","CMP 128 Computer Science I","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Don't recall","Some Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","Some Impact","Some Impact","N/A","N/A","N/A","N/A","Non Degree seeking","","","","","","","","","","","","5","These classes could lead me to jobs that can be done online, web design in particular which interested me in both the technical and creative aspects alike.","Woman","Hispanic or Latino;American Indian/Native American/Alaska Native;White/Caucasian;Multi-Racial","19-20"
"2020/09/09 12:37:11 PM EST","CMP 128 Computer Science I","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Some Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program","No","No","No","No","No","No","No","No","No","Nursing","","","Woman","Black/African American","21-24"
"2020/09/09 12:37:16 PM EST","CMP 128 Computer Science I","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","High Impact","High Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","High Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Computer Science, Associate of Science","Transfer to bachelor's level program;Personal Enrichment","No","No","No","No","No","No","No","No","No","I was a musical theatre major first but the program that I wanted to transfer too would not accept CCM credits.","","","Man","White/Caucasian","19-20"
"2020/09/09 1:21:27 PM EST","CMP 128 Computer Science I","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","High Impact","No Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Computer Science, Associate of Science","To get a job in the computing field;To keep current in tech industry;Personal Enrichment","Yes","Yes","No","No","No","No","No","No","No","First Choice","","","Man","White/Caucasian","18 and younger"
